"income","sex","marital status","age","education","occupation","years in bay area","dual incomes","number in household","number of children","householder status","type of home","ethnic classification","language in home"
"75+","female","married","45-54","graduate study","professional/managerial",NA,"yes","2","0","own","house","white","english"
"[20,25)","female","single","18-24","grades 9-11","student","4-6","not married","4","3","rent","apartment","black","english"
"[10,15)","male","married","25-34","college (1-3 years)","professional/managerial",NA,"not married","2","0","rent","apartment","white",NA
"[20,25)","female","cohabitation","18-24","grades 9-11","sales","1-3","not married","2","0","rent","apartment","asian","english"
"[20,25)","male","single","25-34","graduate study","professional/managerial","1-3","not married","1","0","rent","apartment","asian","english"
"[30,40)","male","married","25-34","college (1-3 years)","laborer",NA,"yes","3","1","own","house","white","english"
"[25,30)","male","divorced","35-44","high school graduate","laborer",">10","not married","1","0","rent","house","white",NA
"[50,75)","male","married","65+","graduate study","retired",">10","not married","2","0",NA,"house","white","english"
"[50,75)","female","married","65+","high school graduate","homemaker","1-3","no","2","0","own","condominium","white","english"
"[20,25)","male","divorced","35-44","college (1-3 years)","professional/managerial",">10","not married","1","0","rent","apartment","american indian","english"
"75+","male","married","25-34","college graduate","professional/managerial","1-3","yes","2","0","own","house","white","english"
"[10,15)","female","single","35-44","high school graduate","student",NA,"not married","1","0","rent",NA,"white","english"
"[20,25)","female","divorced","35-44","college (1-3 years)","professional/managerial",">10","not married","1","0","rent","apartment","white","english"
"75+","male","single","25-34","college graduate","professional/managerial","1-3","not married","2","0","rent","apartment","white","english"
"[15,20)","female","married","25-34","high school graduate","homemaker","4-6","no","4","2","rent","house","white","english"
"[40,50)","male","single","18-24","college (1-3 years)","unemployed",">10","not married","6","3","live with parents/family","house","white","english"
"[0,10)","male","single","18-24","college (1-3 years)","clerical/service",">10","not married","2","0","rent","apartment","white","english"
"[40,50)","female","married","25-34","college (1-3 years)","homemaker",NA,"no","5","3","rent","house","white","english"
"[40,50)","male","married","25-34","college graduate","military","1-3","yes","2","0","rent","other","other",NA
"[30,40)","male","married","35-44","college (1-3 years)","professional/managerial","1-3","no","3","1","rent","condominium","white","english"
"[50,75)","male","married","25-34","college (1-3 years)","professional/managerial",">10","yes","5","3","rent","house","white","english"
"[30,40)","male","married","25-34","college graduate","professional/managerial","1-3","yes","3","1","rent","apartment","white","english"
"[10,15)","female","widowed","55-64","college (1-3 years)","clerical/service",NA,"not married","1","0","rent","apartment","white",NA
"[0,10)","female","single","14-17","grades 9-11","student",NA,"not married","6","2","live with parents/family","house","white","english"
"[20,25)","male","single","14-17","grades 9-11","sales","4-6","not married","2","1","live with parents/family","condominium","black","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","2","live with parents/family","house","white","english"
"[0,10)","male","single","18-24","grades 9-11","student",NA,"not married","5","3","live with parents/family","house","other","english"
"[10,15)","female","married","25-34","high school graduate","clerical/service",NA,"yes","3","2","rent","apartment","hispanic","spanish"
"[40,50)","female","married","35-44","college (1-3 years)","laborer",">10","yes","3","1","own","house","white","english"
"75+","female","married","35-44","high school graduate","clerical/service","7-10","yes","5","3","own","house","white","english"
"[40,50)","female","married","45-54","college (1-3 years)","homemaker","7-10","no","4","2","own","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student","7-10","not married","3","1","live with parents/family","other","white","english"
"[0,10)","female","single","14-17","grades 9-11","student","7-10","not married","5","3","live with parents/family","house","white","english"
"75+","male","married","55-64","graduate study","professional/managerial",">10","yes","3","0","own","house","white","english"
"[10,15)","female","single","18-24","college (1-3 years)","student",">10","not married","4","1","live with parents/family","house","white","english"
"[0,10)","female","cohabitation","25-34","college (1-3 years)","student","4-6","yes","2","0","rent","apartment","white",NA
"[50,75)","male","married","25-34","college (1-3 years)","professional/managerial",">10","yes","4","2","rent","apartment","white",NA
"75+","female","married","25-34","college (1-3 years)","homemaker",">10","yes","4","2","own","house","white","english"
"[10,15)","female","married","25-34","college (1-3 years)","professional/managerial",NA,"yes",NA,"0","own","house","white","english"
"[20,25)","female","married","35-44","college (1-3 years)","professional/managerial",">10","yes","2","0","own","house","white","english"
"[50,75)","female","married","25-34","graduate study","homemaker",">10","no","3","1","own","house","white","english"
"[20,25)","female","married","45-54","college (1-3 years)","homemaker",">10","no","9+","2","own","house","white","english"
"75+","female","cohabitation","45-54","college (1-3 years)","homemaker",">10","not married","2","0","rent","condominium","white","english"
"[30,40)","female","married","45-54","college graduate","retired",">10","no","2","0","own","house","white","english"
"[40,50)","male","married","35-44","college (1-3 years)","laborer",">10","yes","5","3","own","house","white","english"
"[15,20)","female","married","25-34","grades 9-11","professional/managerial",">10","yes","5","0","rent","mobile Home","hispanic","spanish"
"[25,30)","male","married","25-34","college (1-3 years)","clerical/service",NA,"yes","2","0","own","house","asian","other"
"[0,10)","female","single","18-24","college (1-3 years)","student",">10","not married","1","0","rent","apartment","white","english"
"[40,50)","female","married","45-54","high school graduate","homemaker","4-6","yes","5","0","own","house","white","english"
"[50,75)","female","married","35-44","graduate study","professional/managerial",">10","yes","4","2","own","house","white","english"
"[20,25)","male","divorced","45-54","college (1-3 years)","sales",">10","not married","2","0","rent","apartment","other","english"
"[40,50)","female","married","35-44","college graduate","homemaker",">10","no","4","0","own","house",NA,"english"
"[25,30)","male","married","65+","graduate study","retired",">10","no",NA,"0","own","house","white","english"
"75+","female","married","55-64","high school graduate","professional/managerial","7-10","no","3","0","own","house","white","english"
"[20,25)","male","married","45-54","college graduate",NA,"7-10","yes","3","0","rent","house","white","english"
"[10,15)","female","divorced","35-44","graduate study","professional/managerial",">10","not married","3","2","own","house","white",NA
"[10,15)","female","divorced","45-54","college (1-3 years)","retired",NA,"not married","3","0","own","house","american indian","english"
"[50,75)","female","cohabitation","25-34","college graduate","professional/managerial",NA,"not married","3","1","own","condominium","white","other"
"75+","male","married","18-24","college graduate","professional/managerial","7-10","no","2","0","own","house","white","english"
"[0,10)","female","single","35-44","graduate study","clerical/service",">10","not married","2","0","own","house","white","english"
"[0,10)","male","single","18-24","grades 9-11","student",NA,"not married","6","1","rent","other","other","english"
"75+","male","single","18-24","college graduate","professional/managerial",">10","not married","4","3","own","house","white","english"
"[0,10)","male",NA,"18-24","high school graduate","sales",">10","not married","4","2","rent","house","white","english"
"[0,10)","female","divorced","25-34","college (1-3 years)","professional/managerial",">10","not married","4","2","rent","apartment","white","english"
"[20,25)","male","single","25-34","college graduate","student",NA,"not married","1","0","rent","house","hispanic","english"
"[40,50)","female","cohabitation","18-24","college graduate","sales","7-10","yes","3","0","rent","apartment","white","english"
"[30,40)","male","single","18-24","high school graduate","sales",">10","not married","3","0","live with parents/family","condominium","white","english"
"[25,30)","female","single","18-24","college (1-3 years)","sales",">10","not married","3","0","rent","house","hispanic","spanish"
"[40,50)","female","divorced","35-44","college (1-3 years)","clerical/service","7-10","not married","3","2","own","house","white","english"
"[15,20)","female","widowed","45-54","college (1-3 years)","clerical/service",NA,"not married","1","0","rent","apartment","white","english"
"[40,50)","female","married","25-34","high school graduate","professional/managerial",">10","yes","2","2","live with parents/family","house","white","english"
"[10,15)","male","married","25-34","high school graduate","laborer",NA,"yes","4","0","rent","apartment","hispanic","spanish"
"[10,15)","female","single","25-34","college graduate","professional/managerial",NA,"not married","4","0","own","house","white","english"
"[20,25)","female","married","18-24","college (1-3 years)","laborer",">10","yes","2","0","rent","house","white","english"
"[25,30)","male","married","18-24","high school graduate","professional/managerial",">10","no","3","1","rent","house","hispanic","english"
"[0,10)","female",NA,"18-24","high school graduate","sales","1-3","not married","4","0","live with parents/family","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","sales",">10","not married",NA,"0","live with parents/family","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","3","2","live with parents/family","house","white","english"
"[0,10)","female",NA,"14-17","grade <9","student",NA,"not married","2","0","live with parents/family","apartment","white","english"
"[0,10)","female","single","14-17","grades 9-11","student","4-6","not married","3","1","live with parents/family","condominium","white","english"
"[0,10)","male","single","14-17","grades 9-11","student",">10","not married","2","1","live with parents/family","other","white","english"
"[0,10)","female","single","14-17","grade <9","student",NA,"not married","4","1","live with parents/family","apartment","hispanic","spanish"
"[0,10)","female","single","14-17","grades 9-11","student",NA,"not married","5","0","live with parents/family","apartment","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","1","live with parents/family","house","white",NA
"[0,10)","female","single","14-17","grade <9","student",NA,"not married","3","2","live with parents/family","condominium","white","english"
"[40,50)","female","married","45-54","graduate study","professional/managerial","7-10","yes","4","0","own","house","white","english"
"75+","female","married","65+","high school graduate","homemaker",">10","no","2","0","own","mobile Home","white","english"
"[40,50)","female","married","35-44","college (1-3 years)","professional/managerial",NA,"yes","2","0","rent","other","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","clerical/service",">10","yes","5","1","own","house","other","english"
"[0,10)","female","widowed","65+","college graduate","retired","7-10","not married","1","0","own","house","white","english"
"[25,30)","female","divorced","35-44","graduate study","professional/managerial","1-3","not married","1","0","rent","condominium","white","english"
"[0,10)","female","widowed","65+","college (1-3 years)","retired","7-10","not married","1","0","own","house","white","english"
"75+","female","married","35-44","high school graduate","clerical/service","4-6","yes","2","0","own","house","asian","english"
"[20,25)","female","married","55-64","college graduate","retired",">10","no","2","0","own","other","white","english"
"[0,10)","female","widowed","65+","grades 9-11","homemaker",">10","not married","1","0","own",NA,"white","english"
"[10,15)","male","married","55-64","high school graduate","retired",NA,"no","3","0","own","house","white","english"
"[30,40)","female","divorced","35-44","college (1-3 years)","professional/managerial",">10","not married","3","1",NA,"other","white","english"
"[50,75)","female","married","35-44","graduate study","professional/managerial",NA,"yes","4","2","own","house","other","english"
"[50,75)","female","married","35-44","college (1-3 years)","student",">10","yes","4","2","own","house","white","english"
"[20,25)","female","cohabitation","25-34","college graduate","professional/managerial",">10","no","3","0","own","house","white",NA
"[10,15)","female","single","18-24","graduate study","student","1-3","not married","1","0","rent","condominium","white","english"
"[40,50)","female","married","55-64","graduate study","retired",">10","no","2","0","own","house","white","english"
"[50,75)","female","divorced","45-54","grades 9-11","professional/managerial",">10","not married","2","0","own","house",NA,"english"
"[40,50)","female","married","35-44","graduate study","professional/managerial","1-3","yes","2","0","rent","house","white","english"
"[40,50)","male","single","18-24","grades 9-11","student",">10","not married","4","0","live with parents/family","house","white","english"
"[20,25)","female","divorced","55-64","college (1-3 years)","professional/managerial",">10","not married","1","0","own","house","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","professional/managerial",">10","no","2","0","own","house","white","english"
"[25,30)","female","married","45-54","college (1-3 years)","clerical/service","<1","yes","3","1","own","house","white","english"
"[20,25)","female","single","18-24","college (1-3 years)","sales",">10","not married","2","0","rent","house","black","english"
"[30,40)","male","married","65+","high school graduate","retired",">10","no","2","0","own","house","white","english"
"[50,75)","female","married","35-44","high school graduate","homemaker",">10","yes","4","1","own","house","white","english"
"[10,15)","male","single","18-24","college (1-3 years)","student","1-3","not married","3","0","rent","condominium","white","english"
"[0,10)","male","single","18-24","college (1-3 years)","student",">10","not married","3","0","rent","condominium","white","english"
"[10,15)","female","single","18-24","high school graduate","clerical/service","<1","not married","3","0","rent",NA,"white","english"
"[15,20)","male","single","25-34","college (1-3 years)","student",NA,"not married","1","0","rent","house","hispanic","english"
"75+","male","married","45-54","college graduate","professional/managerial",NA,"yes","2","0","own","house","white","english"
"75+","female","married","35-44","college (1-3 years)","sales",">10","yes","8","4","rent","house","white","english"
"[50,75)","female","married","45-54","college graduate","homemaker",">10","yes","4","2","own","house","white","english"
"[40,50)","male","married","55-64","graduate study","retired",">10","not married","2","0","own","house","white","english"
"[30,40)","female","divorced","45-54","college graduate","professional/managerial",">10","not married","2","0","rent","condominium","white","english"
"[25,30)","female","married","55-64","college graduate","homemaker",">10","no","3","0","own","house","white","english"
"[50,75)","female","married","25-34","college graduate","professional/managerial",">10","yes","2","0","own","house","asian","english"
"[40,50)","female","married","55-64","college graduate","professional/managerial",">10","yes","2","0","own","house","white","english"
"75+","female","divorced","45-54","college graduate","professional/managerial",">10","not married","3","1","rent","condominium","white","english"
"[30,40)","female","cohabitation","35-44","high school graduate","homemaker",NA,"no","3","1","rent","house","white","english"
"[0,10)","female","single","18-24","college (1-3 years)","student",">10","not married","5","1","rent","apartment","white","english"
"[25,30)","female","single","25-34","college graduate","professional/managerial","1-3","not married",NA,"0","rent","apartment","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",NA,"not married","4","3","live with parents/family","house","white","english"
"[0,10)","female","single","14-17","grade <9","student","<1","not married",NA,"0","live with parents/family","house","white","english"
"[50,75)","female","single","14-17","grades 9-11","unemployed",">10","not married",NA,"0","live with parents/family","house",NA,NA
"[20,25)","female","married","45-54","graduate study","professional/managerial",">10","yes","4","1","own","house","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","professional/managerial","4-6","yes","4","2","rent","condominium","white","english"
"[0,10)","female","single","18-24","college (1-3 years)","student","7-10","not married",NA,"0","rent","apartment","asian","english"
"75+","male","single","18-24","high school graduate","laborer",">10","not married","4","1","live with parents/family","house","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","sales",">10","yes","3","1","own","house","white","english"
"[50,75)","male","married","35-44","graduate study","professional/managerial",">10","yes","7","5","own","house","white","english"
"[25,30)","female","married","25-34","college (1-3 years)","unemployed","<1","no","4","2","rent","house","white","english"
"[50,75)","female","single","25-34","college graduate","sales","4-6","not married","1","0","rent","apartment","white","english"
"[25,30)","female","single","18-24","college (1-3 years)","sales",NA,"not married","3","0","live with parents/family","house","white","english"
"[10,15)","male","cohabitation","18-24","college (1-3 years)","laborer","7-10","yes","2","0","rent","house","white","english"
"[40,50)","female","cohabitation","25-34","college (1-3 years)","homemaker",">10","no","3","1","rent","apartment","asian","english"
"[30,40)","female","divorced","35-44","college graduate","homemaker","1-3","not married",NA,"0","rent","house","white","english"
"[30,40)","female","married","35-44","high school graduate","sales",">10","yes","4","2","rent","house","white","english"
"[20,25)","female","married","25-34","college graduate","student","4-6","no","2","0","own","house","white","english"
"[40,50)","female","married","25-34","college graduate","professional/managerial","7-10","yes","3","1","own","house","white","english"
"75+","female","married","18-24","college (1-3 years)","professional/managerial","1-3","yes","3","1","own","house","white","english"
"[50,75)","female","married","45-54","college (1-3 years)","professional/managerial",">10","yes","4","0","own","house","white","english"
"[10,15)","female","single","18-24","high school graduate","clerical/service",">10","not married","1","0","rent","house","white","english"
"[25,30)","female","single","18-24","graduate study","professional/managerial",NA,"not married","1","0","rent","apartment","white","english"
"[30,40)","male","married","25-34","college (1-3 years)","professional/managerial",">10","no","5","3","own","house","other","english"
"[15,20)","female","married","25-34","college graduate","clerical/service","4-6","not married","2","0","own","house","white","english"
"75+","female","married","35-44","graduate study","professional/managerial","7-10","yes","3","1","own","condominium","hispanic","spanish"
"[30,40)","female","married","35-44","grade <9","homemaker",">10","yes","3","0","own","house","hispanic","spanish"
"[0,10)","male","single","18-24","college (1-3 years)","student",">10","not married","1","0","rent","apartment","white","english"
"75+","female","divorced","25-34","high school graduate","professional/managerial",">10","not married","5","4","live with parents/family","house","black","english"
"[15,20)","male","divorced","55-64","college (1-3 years)","retired",">10","not married","1","0","own","house","white","english"
"[20,25)","female","widowed","55-64","college (1-3 years)","professional/managerial",">10","not married","1","0","rent","apartment","white","english"
"[0,10)","male","single","14-17","grade <9","student",">10","not married","3","1","live with parents/family","house","white","english"
"[50,75)","female","married","25-34","college (1-3 years)","laborer",NA,"yes","5","0","rent","house","white","english"
"[30,40)","female","cohabitation","25-34","high school graduate","professional/managerial","4-6","not married","2","0","own","condominium","white","english"
"[0,10)","male","single","18-24","grades 9-11","clerical/service",">10","not married","4","1","live with parents/family","condominium","white","english"
"[50,75)","female","married","55-64","graduate study","retired",">10","no","2","0","own","house","white","english"
"[15,20)","female","single","18-24","grades 9-11","student","1-3","not married","8","1","live with parents/family","house","hispanic","spanish"
"[25,30)","male","married","25-34","college (1-3 years)","laborer",">10","yes","7","5","rent","house","white","english"
"[40,50)","female","married","25-34","college (1-3 years)","homemaker",">10","yes","3","1","rent","other","white","english"
"[10,15)","male","single","18-24","high school graduate","laborer","1-3","not married","1","0","rent","apartment","white","english"
"[10,15)","female","single","18-24","college (1-3 years)","laborer","4-6","not married","1","0","rent","house","white","english"
"[15,20)","female","single","25-34","high school graduate","professional/managerial","7-10","not married","4","0","rent",NA,"white",NA
"[40,50)","male","widowed","65+","college (1-3 years)","retired","7-10","not married","1","0","own","house","white","english"
"[20,25)","female","single","25-34","graduate study","professional/managerial","1-3","not married","1","0","rent","apartment","white","english"
"[30,40)","female","widowed","55-64","college (1-3 years)","homemaker",">10","not married",NA,"0","own","house","other","english"
"[25,30)","female","married","35-44","high school graduate","professional/managerial",">10","yes","6","4","own","mobile Home","white","english"
"[40,50)","female","married","25-34","high school graduate","professional/managerial","7-10","yes","2","0","rent","house","white","english"
"[15,20)","male","cohabitation","25-34","college graduate","sales",">10","not married","2","0","rent","house","white","english"
"[15,20)","female","cohabitation","18-24","college (1-3 years)","clerical/service",">10","not married","2","0","rent","house","white","english"
"[15,20)","female","widowed","65+","college (1-3 years)","retired",">10","not married","1","0","own","mobile Home","white","english"
"[10,15)","female","single","18-24","high school graduate","sales","4-6","not married","2","0","rent","other","white","english"
"[40,50)","female","married","55-64","graduate study","retired",">10","no","2","0","own","house","white","english"
"[10,15)","female","divorced","45-54","college (1-3 years)","retired","4-6","not married","3","0","own","condominium","white","english"
"[20,25)","female","widowed","65+","college graduate","retired",">10","not married","1","0","own","house","white","english"
"[50,75)","female","married","65+","graduate study","retired",">10","no","2","0","own","house","white","english"
"[15,20)","female","married","65+","college (1-3 years)",NA,">10","no","2","0","own",NA,"white","english"
"[10,15)","female","married","25-34","high school graduate","clerical/service",">10","yes","5","3","rent","apartment","white","english"
"[25,30)","male","married","25-34","college graduate","professional/managerial",">10","yes","2","0","rent","house","white","english"
"[30,40)","female","married","18-24","college (1-3 years)","clerical/service","1-3","yes","2","0","own","condominium","white","english"
"[20,25)","male","single","35-44","college (1-3 years)","laborer",">10","not married","1","0","rent","house","white","english"
"75+","female","married","55-64","high school graduate","homemaker",NA,"no","3","0","own","house","white","english"
"[30,40)","female","divorced","35-44","college (1-3 years)","professional/managerial",">10","not married","1","0","own","condominium","white","english"
"[0,10)","female","divorced","65+","grade <9","retired",">10","not married","1","0","rent","apartment","white","english"
"75+","female","married","55-64","college graduate","retired","7-10","no","2","0","own","house","white","english"
"75+","male","married","65+","graduate study","professional/managerial",">10","no","2","0","own","house","white","english"
"[20,25)","female","divorced","35-44","high school graduate","clerical/service",">10","not married","1","0","rent","condominium","white","english"
"[0,10)","female","divorced","35-44","college (1-3 years)","student","7-10","not married","1","0","rent","house","white","english"
"[40,50)","male","single","25-34","college (1-3 years)","professional/managerial","1-3","not married","1","0","rent",NA,"white","english"
"75+","female","married","35-44","college graduate","sales",">10","yes","2","0","own","house","white","english"
"[0,10)","female","single","25-34","college (1-3 years)","laborer",NA,"not married","2","0","rent","apartment","black","english"
"75+","female","married","55-64","college graduate","professional/managerial",">10","yes","2","0","own","house","white","english"
"[40,50)","female","married","35-44","college (1-3 years)","clerical/service",">10","yes","4","2","own","house","white","english"
"[10,15)","male","divorced","25-34","college graduate","professional/managerial",NA,"not married","3","2","rent","house","white","english"
"75+","female","married","25-34","college graduate","sales","1-3","yes","2","0","own","house","white","english"
"75+","female","married","35-44","college (1-3 years)","professional/managerial","7-10","yes","4","2","own","house","asian","english"
"[25,30)","female","single","25-34","college graduate","professional/managerial","<1","not married","1","0","rent","house","black","english"
"[0,10)","female","single","18-24","high school graduate","sales",NA,"not married","5","2","live with parents/family","other","white","english"
"[50,75)","female","married","25-34","college (1-3 years)","professional/managerial","7-10","yes","4","2","own","house","white","english"
"[10,15)","female","single","18-24","high school graduate","student",NA,"not married","7","4","rent","house","white","english"
"[10,15)","female","single","18-24","college (1-3 years)","student","7-10","not married","3","0","live with parents/family",NA,"white","english"
"[15,20)","female","married","25-34","high school graduate","clerical/service","7-10","yes","5","2","rent","other","white","english"
"[40,50)","female","married","25-34","college graduate","sales",">10","yes","5","3","rent","house","white","english"
"[25,30)","female","married","35-44","graduate study","professional/managerial","7-10","yes","4","2","own","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","2","live with parents/family","house","white","english"
"[0,10)","female","single","18-24","college (1-3 years)","sales",">10","not married","3","0","live with parents/family","house","white","english"
"[50,75)","female","married","45-54","graduate study","retired","7-10","no","2","0","own","house","white","english"
"75+","male","married","45-54","college graduate","professional/managerial",NA,"no","4","1","own","house","white","english"
"[50,75)","female","married","45-54","high school graduate","homemaker",">10","no","5","1","own","house","white","english"
"[0,10)","female","single","18-24","college (1-3 years)","student",">10","not married","5","1","live with parents/family","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","2","live with parents/family","apartment","black","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","3","live with parents/family","house","black","english"
"[40,50)","female","married","55-64","college (1-3 years)","clerical/service",">10","yes","2","0","own","house","white","english"
"[50,75)","male","married","55-64","college (1-3 years)","professional/managerial","1-3","no","2","0","own","house","white","english"
"[40,50)","male","married","35-44","college graduate","professional/managerial",NA,"no",NA,"0","own","house","white","english"
"[10,15)","female","single","18-24","college graduate","professional/managerial",NA,"not married","1","0","rent","house","hispanic","spanish"
"[10,15)","female","cohabitation","18-24","high school graduate","sales",NA,"yes","2","0","rent","house","white","english"
"75+","female","married","25-34","college graduate","homemaker","7-10","no","4","2","own","house","white","english"
"[15,20)","male","single","18-24","college (1-3 years)","professional/managerial","7-10","not married","7","0","own","condominium","white","english"
"[10,15)","female","married","35-44","college (1-3 years)","homemaker","7-10","no","3","1","own","house","white","english"
"[20,25)","female","cohabitation","18-24","high school graduate","sales","1-3","not married","2","0","rent","house","white","english"
"75+","male","married","35-44","graduate study","professional/managerial",NA,"yes","3","0","own","house","other",NA
"[20,25)","female","married","65+","high school graduate","retired",">10","no","2","0","own","house","white","english"
"[15,20)","female","single","18-24","high school graduate","laborer",NA,"not married","3","0","rent","apartment","white","english"
"75+","male","cohabitation","35-44","college graduate","professional/managerial","1-3","not married","4","2","rent","house","white","english"
"[50,75)","male","married","25-34","college (1-3 years)","professional/managerial","4-6","yes","2","0","own","house","white","english"
"[30,40)","female","married","35-44","high school graduate","homemaker",">10","no","4","2","rent","other","white","english"
"75+","female","married","25-34","college (1-3 years)","professional/managerial",">10","yes","2","0","own","house","white",NA
"[25,30)","male","single","25-34","high school graduate",NA,NA,"not married","1","0","rent","house","white","english"
"[10,15)","female","divorced","25-34","college (1-3 years)","clerical/service","1-3","not married","2","0",NA,"house","white","english"
"[0,10)","female","married","45-54","high school graduate","clerical/service",">10","no","3","0","own","house","hispanic","english"
"[10,15)","female","single","45-54","grade <9","unemployed",">10","not married","2","0","rent","house","white","english"
"[50,75)","male","married","35-44","graduate study","professional/managerial",NA,"yes","4","2","own","house","asian","english"
"[15,20)","female","cohabitation","18-24","college graduate","student","4-6","not married","2","0","rent","apartment","asian","other"
"[50,75)","female","married","35-44","graduate study","professional/managerial",">10","yes","3","1","own","house","white","english"
"[40,50)","male","married","25-34","college (1-3 years)","professional/managerial","1-3","yes","4","2","own","house","white","english"
"[10,15)","female","married","18-24","college (1-3 years)","student","1-3","no","3","0","rent","apartment","asian","english"
"[10,15)","female","single","25-34","college graduate","student","1-3","not married","3","0","rent","apartment","asian","other"
"[15,20)","female","married","35-44","grade <9","unemployed",">10","no","6","4","own","house","hispanic","spanish"
"[30,40)","male","married","25-34","high school graduate","laborer",NA,"yes","6","0","own","house","hispanic","spanish"
"[0,10)","female","single","25-34","college (1-3 years)","clerical/service",NA,"not married","4","2","rent","condominium","white","spanish"
"[50,75)","male","married","35-44","college (1-3 years)","laborer",">10","yes","2","0","own","house","white","english"
"[10,15)","female","single","25-34","grades 9-11","student",">10","not married","1","0","rent","other","white","english"
"[0,10)","male","married","55-64","high school graduate","retired",NA,"no","2","0","own","house","white","english"
"75+","male","married","35-44","graduate study","professional/managerial",NA,"yes","3","0","own","house","white","english"
"[30,40)","male","divorced","25-34","high school graduate","professional/managerial","7-10","not married","1","0","rent","house","white","english"
"[40,50)","female","married","45-54","graduate study","clerical/service","4-6","no","5","2","own","house","white","english"
"[50,75)","female","married","45-54","college (1-3 years)","homemaker",">10","no","2","0","own","house","white","english"
"[0,10)","female","divorced","25-34","high school graduate","unemployed",">10","not married","2","1","rent","apartment","other","english"
"[30,40)","female","married","65+","graduate study","retired",NA,"no","3","0","own","house","white","english"
"[25,30)","male","single","25-34","college (1-3 years)","student",">10","not married","1","0","rent","apartment","white","english"
"[25,30)","male","married","25-34","high school graduate","professional/managerial","7-10","yes",NA,"0","rent","house","white","english"
"[50,75)","male","married","18-24","college (1-3 years)","sales",">10","yes","2","0","rent","apartment","hispanic","english"
"75+","female","married","45-54","college (1-3 years)","clerical/service",NA,"yes","2","0","own","house","white","english"
"[25,30)","female","divorced","55-64","graduate study","professional/managerial","4-6","not married","1","0","rent","house","white","english"
"[10,15)","female","widowed","55-64","college (1-3 years)","professional/managerial","4-6","not married","1","0","own","mobile Home","white","english"
"[0,10)","female","single","18-24","college (1-3 years)","student",">10","not married","5","0","live with parents/family","house","white","english"
"75+","female","married","35-44","college (1-3 years)","professional/managerial",">10","yes","2","0","own","house","white","english"
"[20,25)","female","cohabitation","18-24","college graduate","professional/managerial",NA,"not married","2","0","rent","house","white","english"
"[20,25)","male","cohabitation","25-34","college (1-3 years)","professional/managerial",NA,"yes","4","0","rent","house","white","english"
"[25,30)","female","married","65+","college (1-3 years)","retired","4-6","no","2","0","own","house","white","english"
"[0,10)","male","single","25-34","college (1-3 years)","student","1-3","not married","1","0","rent","house","other","english"
"[0,10)","male","cohabitation","25-34","college graduate","professional/managerial","4-6","not married","2","0","rent","apartment","white","english"
"[20,25)","male","single","25-34","college graduate","professional/managerial","1-3","not married","4","0","rent","house","white","english"
"[25,30)","male","single","18-24","college graduate","professional/managerial",NA,"not married","1","0","rent","house","white","english"
"[20,25)","female","married","35-44","graduate study",NA,">10","yes","4","2","own","house","other","english"
"[20,25)","male","married","25-34","high school graduate","homemaker",NA,"yes","4","2","live with parents/family","house","hispanic","spanish"
"[15,20)","female","widowed","65+","college (1-3 years)","retired","<1","not married","1","0","rent","condominium","white","english"
"75+","female","married","35-44","college (1-3 years)","homemaker","7-10","no","3","1","own","house","white","english"
"[30,40)","female","married","25-34","college (1-3 years)","professional/managerial","7-10","yes","3","1","own","mobile Home","white","english"
"[30,40)","male","married","55-64","high school graduate","laborer",">10","no","5","4","own","house","hispanic","spanish"
"[0,10)","male","single","14-17","grades 9-11","student","7-10","not married","6","4","live with parents/family","house","asian","other"
"[50,75)","male","single","25-34","college (1-3 years)","professional/managerial",NA,"not married","4","0","live with parents/family","house","white","english"
"[15,20)","female","single","18-24","college graduate","clerical/service",NA,"not married","2","0","rent","apartment","white","english"
"[0,10)","female","single","25-34","college (1-3 years)","clerical/service",">10","not married","1","0","rent","apartment","hispanic","spanish"
"[0,10)","female","single","18-24","college (1-3 years)","sales","4-6","not married","5","2","live with parents/family","house","white","english"
"[0,10)","female","widowed","65+","high school graduate","homemaker",">10","not married","7","5","own","house","white","english"
"[30,40)","female","married","35-44","high school graduate","professional/managerial",">10","no","3","0","own","house","white","english"
"[0,10)","female","single","18-24","college graduate","student","1-3","not married","2","0","rent","house","white","english"
"[50,75)","female","married","65+","graduate study","retired",">10","no","2","0","own","house","white","english"
"[15,20)","female","married","35-44","college (1-3 years)","professional/managerial","4-6","no","4","3","rent","apartment","black","english"
"[30,40)","male","married","25-34","high school graduate","laborer",">10","no","5","3","own","house","white","english"
"[40,50)","female","married","45-54","college (1-3 years)","clerical/service","7-10","yes","6","4","rent","house","white","english"
